sku,produto_site,categoria,preco_venda_brl,custo_alvo_brl,margem_alvo,fornecedor,link_busca_fornecedor,busca_alternativa,status,observacoes,foto_url
MLA-AE-015-SMAR-NVR-4,Smar NVR 4K H.265 para Câmeras IP 9/16/32 Canais Gravador de Vídeo de Segurança com Detecção de Movimento ONVIF P2P XMeye,Brasil,578.10,289.05,50%,Fornecedor externo,"https://pt.aliexpress.com/item/32326476401.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000053367746538%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20451%2C38%21R%24%20289%2C05%21%21%2182.40%2152.77%21%402101e2b017817019652934475ef2cc%2112000053367746538%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207278028&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true","https://pt.aliexpress.com/item/32326476401.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000053367746538%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20451%2C38%21R%24%20289%2C05%21%21%2182.40%2152.77%21%402101e2b017817019652934475ef2cc%2112000053367746538%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207278028&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S60b8a786afb8476baffcab2b0b98d0abG.jpg_220x220q75.jpg_.webp
MLA-AE-016-1PECAS-2-P,1peças 2 peças de câmera PTZ WiFi Câmera IP externa Vigilância por vídeo Proteção de segurança residencial Detecção iCsee,Brasil,152.10,76.05,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005010616256769.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000052983040678%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20149%2C00%21R%24%2076%2C05%21%21%21149.00%2176.05%21%402101e2b017817019652934475ef2cc%2112000052983040678%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209321402&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005010616256769.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000052983040678%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20149%2C00%21R%24%2076%2C05%21%21%21149.00%2176.05%21%402101e2b017817019652934475ef2cc%2112000052983040678%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209321402&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Sefe95bb68d244378be041bd3fc2789d48.jpg_220x220q75.jpg_.webp
MLA-AE-017-MEDIDOR-DE,"Medidor de Distância a Laser Mileseey, Trena Eletrônica Digital, Medidor de Distância a Laser, Fita Métrica",Brasil,110.34,55.17,50%,Fornecedor externo,"https://pt.aliexpress.com/item/32920361910.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000050317936674%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20146%2C04%21R%24%2055%2C17%21%21%2126.66%2110.07%21%402101e2b017817019652934475ef2cc%2112000050317936674%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true","https://pt.aliexpress.com/item/32920361910.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000050317936674%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20146%2C04%21R%24%2055%2C17%21%21%2126.66%2110.07%21%402101e2b017817019652934475ef2cc%2112000050317936674%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S50853406d5354756a624408a9e9f5bc3r.jpg_220x220q75.jpg_.webp
MLA-AE-018-QCY-HT10-A,QCY HT10 AilyBuds Pro+ ANC Fone de ouvido sem fio Hi-Res Audio com LDAC Bluetooth 5.3 Fones De Ouvido 6 Mic AI HD Chamada Conexão Multiponto,Brasil,341.56,170.78,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005006711818890.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000045344720400%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20553%2C27%21R%24%20170%2C78%21%21%21101.00%2131.17%21%402101e2b017817019652934475ef2cc%2112000045344720400%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000203677367&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005006711818890.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000045344720400%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20553%2C27%21R%24%20170%2C78%21%21%21101.00%2131.17%21%402101e2b017817019652934475ef2cc%2112000045344720400%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000203677367&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S9a01b9e6b79e4e128f562c956de3b688S.jpg_220x220q75.jpg_.webp
MLA-AE-019-FNIRSI-NOV,FNIRSI Novo DSO510 DSO152 DSO153 Mini Portátil Digital 2 EM 1 Osciloscópio Portátil 48 MS/s 10MHz Largura de Banda Ferramenta de Reparo Eletrônico,Brasil,276.98,138.49,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005005644784105.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000049610213075%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20319%2C75%21R%24%20138%2C49%21%21%2158.37%2125.28%21%402101e2b017817019652934475ef2cc%2112000049610213075%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005005644784105.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000049610213075%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20319%2C75%21R%24%20138%2C49%21%21%2158.37%2125.28%21%402101e2b017817019652934475ef2cc%2112000049610213075%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S285dcc3e2539487ab096dcd9a93fefccP.jpg_220x220q75.jpg_.webp
MLA-AE-020-ULANZI-TT8,Ulanzi tt88 tripé aéreo para telefone com braçadeira magnética duplo sapato frio controle remoto luz desktop tiro mantis suporte,Brasil,282.68,141.34,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005007828309435.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057689985438%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20372%2C28%21R%24%20141%2C34%21%21%2167.96%2125.80%21%402101e2b017817019652934475ef2cc%2112000057689985438%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207257999&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005007828309435.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057689985438%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20372%2C28%21R%24%20141%2C34%21%21%2167.96%2125.80%21%402101e2b017817019652934475ef2cc%2112000057689985438%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207257999&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S82ecfc6e3b25405bb3944ee447343b8fv.jpg_220x220q75.jpg_.webp
MLA-AE-021-FJBOTTLE-G,Fjbottle garrafa termica de água com tampa magnética Garrafa de água de aço inoxidável para esportes ao ar livre Mantém frasco de vácuo isolado frio 1000ml,Brasil,214.18,107.09,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005002877345362.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000042085234133%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20255%2C54%21R%24%20107%2C09%21%21%2146.65%2119.55%21%402101e2b017817019652934475ef2cc%2112000042085234133%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209319381&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005002877345362.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000042085234133%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20255%2C54%21R%24%20107%2C09%21%21%2146.65%2119.55%21%402101e2b017817019652934475ef2cc%2112000042085234133%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209319381&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Sd4a3ee4a3529453e9e3ae837a06f37bfj.jpg_220x220q75.jpg_.webp
MLA-AE-022-VILTROX-F5,"Viltrox F550 F750 F970 USB-C Bateria com carregamento rápido USB-C recarregável de íons de lítio para Sony NP-F960 F770 F570, câmera monitor, luz LED luz de vídeo 2200mAh 4400mAh 6600mAh",Brasil,199.18,99.59,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005011736702605.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000056412652196%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20136%2C42%21R%24%2099%2C59%21%21%2124.90%2118.18%21%402101e2b017817019652934475ef2cc%2112000056412652196%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005011736702605.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000056412652196%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20136%2C42%21R%24%2099%2C59%21%21%2124.90%2118.18%21%402101e2b017817019652934475ef2cc%2112000056412652196%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S26943521323e45ad8eb171d533812d6aF.png_220x220.png_.webp
MLA-AE-023-SOFIRN-SC2,Sofirn sc28 luz poderosa tática xhp50b hd lanterna recarregável 2800 lumens lanterna edc tocha ipx8 para caça pesca,Brasil,248.92,124.46,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005007076822129.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000053388576765%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20293%2C34%21R%24%20124%2C46%21%21%2153.55%2122.72%21%402101e2b017817019652934475ef2cc%2112000053388576765%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005007076822129.html?pvid=d36781ca-90b3-4277-b2d7-5618990ef87a&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000053388576765%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20293%2C34%21R%24%20124%2C46%21%21%2153.55%2122.72%21%402101e2b017817019652934475ef2cc%2112000053388576765%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.7596389280.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S6f14ab7ef75742c7840ed8ebaab8b325R.jpg_220x220q75.jpg_.webp
MLA-AE-024-ERYONE-1-3,ERYONE 1/3KG Nova Chegada Série PLA Brasil Filamento de Impressão 3D 1.75mm Vários Tipos Disponíveis 1kg/carretel,Brasil,220.60,110.30,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005010576770679.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000052872708187%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20216%2C65%21R%24%20110%2C30%21%21%2139.55%2120.14%21%40210328d417817019664073412ed961%2112000052872708187%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207278028&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005010576770679.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000052872708187%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20216%2C65%21R%24%20110%2C30%21%21%2139.55%2120.14%21%40210328d417817019664073412ed961%2112000052872708187%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207278028&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Scc233b6d4ab84b0093fdad4a74cbd18be.jpg_220x220q75.jpg_.webp
MLA-AE-025-ESTACAO-DE,"Estação de Soldagem 2 em 1 JCD 750W com Display Digital LCD para Reparo de Celulares, Ferramentas de Reparo de BGA SMD IC 8898 8586D",Brasil,256.92,128.46,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005004022046406.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000058285306827%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20312%2C62%21R%24%20128%2C46%21%21%2157.07%2123.45%21%40210328d417817019664073412ed961%2112000058285306827%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005004022046406.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000058285306827%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20312%2C62%21R%24%20128%2C46%21%21%2157.07%2123.45%21%40210328d417817019664073412ed961%2112000058285306827%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Sbda715a0bc3840708944940bc9b151f3r.jpg_220x220q75.jpg_.webp
MLA-AE-026-BAOFENG-UV,"BAOFENG UV-5R Mini Walkie Talkie de Longo Alcance Multibanda com PTT Duplo, Programação Bluetooth, 999 Canais, Rádio Bidirecional para Acampamento e Viagens",Brasil,385.18,192.59,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005012148385144.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057642284745%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20256%2C79%21R%24%20192%2C59%21%21%21316.75%21237.56%21%40210328d417817019664073412ed961%2112000057642284745%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005012148385144.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057642284745%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20256%2C79%21R%24%20192%2C59%21%21%21316.75%21237.56%21%40210328d417817019664073412ed961%2112000057642284745%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S544729973a41426dbb230c9db1b80ed3V.jpg_220x220q75.jpg_.webp
MLA-AE-027-ONLINE-KES,Online KESS V5.017 2.80 UE Vermelho KTAG V7.020 4 LED v2.25 K-TAG 7.020 Master KESS 5.017 Programador OBD2,Brasil,755.98,377.99,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005006651997891.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000037929856130%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20472%2C49%21R%24%20377%2C99%21%21%2186.25%2169.00%21%40210328d417817019664073412ed961%2112000037929856130%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005006651997891.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000037929856130%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20472%2C49%21R%24%20377%2C99%21%21%2186.25%2169.00%21%40210328d417817019664073412ed961%2112000037929856130%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Sf33f6588fe494434aedb793e4e501ef0r.jpg_220x220q75.jpg_.webp
MLA-AE-028-BALANCA-DI,"Balança Digital de Café MHW-3BOMBE para Preparação de Café, 2000g/0.1g, Balança Eletrônica Portátil Mini para Cozinha, Ferramenta Profissional para Baristas",Brasil,451.38,225.69,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005012193218348.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057717763848%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20451%2C38%21R%24%20225%2C69%21%21%2182.40%2141.20%21%40210328d417817019664073412ed961%2112000057717763848%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005012193218348.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057717763848%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20451%2C38%21R%24%20225%2C69%21%21%2182.40%2141.20%21%40210328d417817019664073412ed961%2112000057717763848%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S07afe1ceda9f427e9f66d313e3ac53f9Y.jpg_220x220q75.jpg_.webp
MLA-AE-029-TRUSTFIRE-,Trustfire gm23 lanterna tática led 800lm trilho montado usb recarregável luz de liberação rápida para taurus glock 17 19 tx2,Brasil,287.82,143.91,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005005569608113.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000033591504132%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20336%2C40%21R%24%20143%2C91%21%21%2161.41%2126.27%21%40210328d417817019664073412ed961%2112000033591504132%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005005569608113.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000033591504132%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20336%2C40%21R%24%20143%2C91%21%21%2161.41%2126.27%21%40210328d417817019664073412ed961%2112000033591504132%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S451271feba564aabb6a34da1eceac4afo.jpg_220x220q75.jpg_.webp
